timestamp,rule,event_id,tags,snippet
2025-10-06T16:41:28.248179+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:28.248179+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:32.839568+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:36.787613+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:40.899675+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:40.899675+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:45.149141+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-06T16:41:48.898666+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-06T17:20:42.947378+00:00,New Application in AppCompat,13,attack.execution;attack.t1204.002,
2025-10-07T16:04:43.856944+00:00,Scheduled Task Created - FileCreation,11,attack.execution;attack.persistence;attack.privilege-escalation;attack.t1053.005;attack.s0111;car.2013-08-001;detection.threat-hunting,
2025-10-07T16:06:52.079535+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:07:17.944221+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:07:35.080480+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:07:39.661432+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:07:41.329233+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:07:43.818664+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:08:04.101523+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-07T16:08:10.660531+00:00,Scheduled Task Created - FileCreation,11,attack.execution;attack.persistence;attack.privilege-escalation;attack.t1053.005;attack.s0111;car.2013-08-001;detection.threat-hunting,
2025-10-07T16:08:17.498495+00:00,Godmode Sigma Rule,13,,
2025-10-07T16:10:46.213675+00:00,Elevated System Shell Spawned,1,attack.privilege-escalation;attack.defense-evasion;attack.execution;attack.t1059;detection.threat-hunting,
2025-10-07T16:47:38.276535+00:00,New User Created Via Net.EXE,1,attack.persistence;attack.t1136.001,
2025-10-07T16:47:38.318053+00:00,New User Created Via Net.EXE,1,attack.persistence;attack.t1136.001,
2025-10-07T16:47:38.343147+00:00,A Member Was Added to a Security-Enabled Global Group,4728,attack.persistence;attack.t1098,
2025-10-07T16:47:38.914149+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:40.576890+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:40.576890+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:42.632943+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:44.442849+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:46.285704+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:46.285704+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:48.432881+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:50.471494+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:52.544043+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:52.544043+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:54.719096+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-07T16:47:56.928113+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:12.294567+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T16:52:13.243068+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T16:52:13.262586+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T16:52:17.721119+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:22.345141+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:24.911457+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:30.640015+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:32.553938+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T16:52:36.794008+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:52:39.522424+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:01.445993+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T16:59:02.053915+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T16:59:02.063152+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T16:59:04.415318+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:06.186441+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:09.990580+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:12.024452+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:16.506073+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T16:59:18.749550+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:06:33.184348+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:08:15.162114+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:11.531039+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T17:11:12.123029+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T17:11:12.134105+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T17:11:14.792874+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:17.345403+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:19.552130+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:24.116520+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:25.648045+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T17:11:30.290810+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:11:32.904547+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:14.306934+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T17:20:15.006571+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T17:20:15.018066+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T17:20:17.836529+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:20.839563+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:23.244778+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:29.007731+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:30.645014+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T17:20:35.395050+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T17:20:38.497373+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:08:39.593150+00:00,New User Created Via Net.EXE,1,attack.persistence;attack.t1136.001,
2025-10-07T18:08:39.615360+00:00,Net.EXE Execution,1,attack.discovery;attack.t1007;attack.t1049;attack.t1018;attack.t1135;attack.t1201;attack.t1069.001;attack.t1069.002;attack.t1087.001;attack.t1087.002;attack.lateral-movement;attack.t1021.002;attack.s0039;detection.threat-hunting,
2025-10-07T18:08:39.700991+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:08:44.000323+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:08:51.308275+00:00,Suspicious Execution of Hostname,1,attack.discovery;attack.t1082,
2025-10-07T18:08:57.051126+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:09:01.345663+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:09:04.717346+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:09:09.104628+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:09:15.909731+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:13:44.624925+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:13:55.265954+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:13:59.781752+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:14:04.101981+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:14:10.710586+00:00,Whoami Utility Execution,1,attack.discovery;attack.t1033;car.2016-03-001,
2025-10-07T18:14:12.588023+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:14:21.091329+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:14:24.873686+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:15:40.961883+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:15:46.412868+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:15:51.021133+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T18:16:01.442167+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:16:03.989279+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-07T18:16:13.774183+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-07T18:16:19.748+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-07T22:16:47.980114+00:00,Windows Update Error,20,attack.impact;attack.resource-development;attack.t1584,
2025-10-08T02:16:25.293352+00:00,User Logoff Event,4647,attack.impact;attack.t1531,
2025-10-08T14:00:58.200572+00:00,New Application in AppCompat,13,attack.execution;attack.t1204.002,
2025-10-08T14:01:55.582197+00:00,New Application in AppCompat,13,attack.execution;attack.t1204.002,
2025-10-08T14:19:03.096253+00:00,Windows Update Error,20,attack.impact;attack.resource-development;attack.t1584,
2025-10-08T15:00:50.078175+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:04.962537+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:07.863038+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:12.085030+00:00,Suspicious Execution of Hostname,1,attack.discovery;attack.t1082,
2025-10-08T15:10:16.998465+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:19.656553+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:22.042374+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:25.673529+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-08T15:10:30.288343+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-09T22:50:28.599319+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-09T22:52:06.087622+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-09T22:52:27.103276+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-09T22:52:31.973317+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-09T22:52:37.957757+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-09T22:52:38.008363+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-09T22:53:09.931166+00:00,Creation of an Executable by an Executable,11,attack.resource-development;attack.t1587.001;detection.threat-hunting,
2025-10-09T22:53:24.057309+00:00,New Application in AppCompat,13,attack.execution;attack.t1204.002,
2025-10-09T22:53:24.774695+00:00,Godmode Sigma Rule,13,,
2025-10-09T22:54:24.551918+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-09T22:54:27.624060+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-09T22:54:29.853476+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-09T22:54:34.485008+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-09T22:54:35.110766+00:00,Local Accounts Discovery,1,attack.discovery;attack.t1033;attack.t1087.001,
2025-10-09T22:54:43.878072+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-09T22:54:45.709854+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-09T22:55:04.490045+00:00,Elevated System Shell Spawned,1,attack.privilege-escalation;attack.defense-evasion;attack.execution;attack.t1059;detection.threat-hunting,
2025-10-09T22:58:34.169231+00:00,Windows Update Error,20,attack.impact;attack.resource-development;attack.t1584,
2025-10-10T16:32:34.175704+00:00,Scheduled Task Created - FileCreation,11,attack.execution;attack.persistence;attack.privilege-escalation;attack.t1053.005;attack.s0111;car.2013-08-001;detection.threat-hunting,
2025-10-10T16:37:10.885235+00:00,User Logoff Event,4634,attack.impact;attack.t1531,
2025-10-10T16:38:36.109970+00:00,User Logoff Event,4647,attack.impact;attack.t1531,
2025-10-10T17:12:56.223753+00:00,User Logoff Event,4634,attack.impact;attack.t1531,
2025-10-10T17:40:08.872045+00:00,Suspicious Eventlog Clearing or Configuration Change Activity,1,attack.defense-evasion;attack.t1070.001;attack.t1562.002;car.2016-04-002,
2025-10-10T17:40:32.466685+00:00,CMD Shell Output Redirect,1,attack.discovery;attack.t1082;detection.threat-hunting,
2025-10-10T17:40:32.585497+00:00,Windows Share Mount Via Net.EXE,1,attack.lateral-movement;attack.t1021.002,
2025-10-10T17:41:26.250993+00:00,Suspicious Eventlog Clearing or Configuration Change Activity,1,attack.defense-evasion;attack.t1070.001;attack.t1562.002;car.2016-04-002,
2025-10-10T17:42:07.655787+00:00,Suspicious Eventlog Clearing or Configuration Change Activity,1,attack.defense-evasion;attack.t1070.001;attack.t1562.002;car.2016-04-002,
2025-10-10T17:42:17.453908+00:00,CMD Shell Output Redirect,1,attack.discovery;attack.t1082;detection.threat-hunting,
2025-10-10T17:42:17.490020+00:00,Windows Share Mount Via Net.EXE,1,attack.lateral-movement;attack.t1021.002,
2025-10-10T22:02:52.093556+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:52.093556+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:53.373761+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:54.688560+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:55.077272+00:00,Suspicious Execution of Hostname,1,attack.discovery;attack.t1082,
2025-10-10T22:02:56.004513+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:57.283419+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:58.591806+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:58.591806+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-10T22:02:59.871442+00:00,Suspicious Encoded PowerShell Command Line,1,attack.execution;attack.t1059.001,
2025-10-10T22:03:01.056958+00:00,Suspicious Execution of Powershell with Base64,1,attack.execution;attack.t1059.001,
2025-10-10T22:03:02.204475+00:00,Suspicious PowerShell Encoded Command Patterns,1,attack.execution;attack.t1059.001,
2025-10-10T22:03:02.204475+00:00,Non Interactive PowerShell Process Spawned,1,attack.execution;attack.t1059.001,
2025-10-10T22:03:03.379386+00:00,Potentially Suspicious PowerShell Child Processes,1,attack.execution;attack.t1059.001;detection.threat-hunting,
2025-10-10T22:03:04.181044+00:00,Regsvr32 Anomaly,1,attack.defense_evasion;attack.t1218.010;car.2019-04-002;car.2019-04-003,
